Titulo,Type,SJR (Cuartil),H_Index,Link
Review of Accounting Studies,journal,Q1,97,https://www.scimagojr.com/journalsearch.php?q=12963&tip=sid&clean=0
Annual Review of Medicine,journal,Q1,176,https://www.scimagojr.com/journalsearch.php?q=27498&tip=sid&clean=0
Manufacturing and Service Operations Management,journal,Q1,110,https://www.scimagojr.com/journalsearch.php?q=21789&tip=sid&clean=0
Annual Review of Earth and Planetary Sciences,book series,Q1,178,https://www.scimagojr.com/journalsearch.php?q=22005&tip=sid&clean=0
Annual Review of Public Health,journal,Q1,178,https://www.scimagojr.com/journalsearch.php?q=19584&tip=sid&clean=0
Management Science,journal,Q1,290,https://www.scimagojr.com/journalsearch.php?q=21307&tip=sid&clean=0
Journal of Consumer Research,journal,Q1,220,https://www.scimagojr.com/journalsearch.php?q=22899&tip=sid&clean=0
Review of Corporate Finance Studies,journal,Q1,24,https://www.scimagojr.com/journalsearch.php?q=21100926579&tip=sid&clean=0
"Annual Review of Ecology, Evolution, and Systematics",book series,Q1,247,https://www.scimagojr.com/journalsearch.php?q=110325&tip=sid&clean=0
"Lancet Microbe, The",journal,Q1,42,https://www.scimagojr.com/journalsearch.php?q=21101041613&tip=sid&clean=0
Energy Storage Materials,journal,Q1,158,https://www.scimagojr.com/journalsearch.php?q=21100420314&tip=sid&clean=0
IEEE Transactions on Wireless Communications,journal,Q1,251,https://www.scimagojr.com/journalsearch.php?q=18933&tip=sid&clean=0
Advanced Photonics,journal,Q1,42,https://www.scimagojr.com/journalsearch.php?q=21101060200&tip=sid&clean=0
Organization Studies,journal,Q1,179,https://www.scimagojr.com/journalsearch.php?q=28312&tip=sid&clean=0
American Journal of Respiratory and Critical Care Medicine,journal,Q1,423,https://www.scimagojr.com/journalsearch.php?q=18000&tip=sid&clean=0
Annals of Statistics,journal,Q1,192,https://www.scimagojr.com/journalsearch.php?q=13649&tip=sid&clean=0
Molecular Systems Biology,journal,Q1,172,https://www.scimagojr.com/journalsearch.php?q=4700152228&tip=sid&clean=0
Angewandte Chemie - International Edition,journal,Q1,640,https://www.scimagojr.com/journalsearch.php?q=22687&tip=sid&clean=0
EnergyChem,journal,Q1,40,https://www.scimagojr.com/journalsearch.php?q=21101047377&tip=sid&clean=0
Blood,journal,Q1,525,https://www.scimagojr.com/journalsearch.php?q=25454&tip=sid&clean=0
IEEE Transactions on Evolutionary Computation,journal,Q1,210,https://www.scimagojr.com/journalsearch.php?q=25037&tip=sid&clean=0
Molecular Neurodegeneration,journal,Q1,115,https://www.scimagojr.com/journalsearch.php?q=5700191214&tip=sid&clean=0
Mycosphere,journal,Q1,40,https://www.scimagojr.com/journalsearch.php?q=21100447118&tip=sid&clean=0
Carbon Energy,journal,Q1,53,https://www.scimagojr.com/journalsearch.php?q=21101045745&tip=sid&clean=0
Reports on Progress in Physics,journal,Q1,247,https://www.scimagojr.com/journalsearch.php?q=29709&tip=sid&clean=0
Light: Science and Applications,journal,Q1,153,https://www.scimagojr.com/journalsearch.php?q=21100278313&tip=sid&clean=0
Trends in Ecology and Evolution,journal,Q1,381,https://www.scimagojr.com/journalsearch.php?q=14365&tip=sid&clean=0
Journal of Public Economics,journal,Q1,174,https://www.scimagojr.com/journalsearch.php?q=29009&tip=sid&clean=0
Nature Plants,journal,Q1,131,https://www.scimagojr.com/journalsearch.php?q=21100416121&tip=sid&clean=0
Brookings Papers on Economic Activity,journal,Q1,96,https://www.scimagojr.com/journalsearch.php?q=28418&tip=sid&clean=0
Applied Catalysis B: Environmental,journal,Q1,328,https://www.scimagojr.com/journalsearch.php?q=16343&tip=sid&clean=0
Psychotherapy and Psychosomatics,journal,Q1,117,https://www.scimagojr.com/journalsearch.php?q=19181&tip=sid&clean=0
American Political Science Review,journal,Q1,203,https://www.scimagojr.com/journalsearch.php?q=15557&tip=sid&clean=0
"Lancet Planetary Health, The",journal,Q1,72,https://www.scimagojr.com/journalsearch.php?q=21100858657&tip=sid&clean=0
Nature Ecology and Evolution,journal,Q1,118,https://www.scimagojr.com/journalsearch.php?q=21100831440&tip=sid&clean=0
Matter,journal,Q1,88,https://www.scimagojr.com/journalsearch.php?q=21100943502&tip=sid&clean=0
Analytic Methods in Accident Research,journal,Q1,54,https://www.scimagojr.com/journalsearch.php?q=21100261712&tip=sid&clean=0
Foundations and Trends in Systems and Control,journal,Q1,19,https://www.scimagojr.com/journalsearch.php?q=21100863648&tip=sid&clean=0
Genes and Development,journal,Q1,479,https://www.scimagojr.com/journalsearch.php?q=22126&tip=sid&clean=0
Hepatology,journal,Q1,403,https://www.scimagojr.com/journalsearch.php?q=28371&tip=sid&clean=0
Journal of the National Cancer Institute,journal,Q1,387,https://www.scimagojr.com/journalsearch.php?q=12459&tip=sid&clean=0
Genome Medicine,journal,Q1,123,https://www.scimagojr.com/journalsearch.php?q=19700175140&tip=sid&clean=0
Radiocarbon,journal,Q1,92,https://www.scimagojr.com/journalsearch.php?q=22845&tip=sid&clean=0
"Lancet Regional Health - Europe, The",journal,Q1,44,https://www.scimagojr.com/journalsearch.php?q=21101053562&tip=sid&clean=0
PRX Quantum,journal,Q1,46,https://www.scimagojr.com/journalsearch.php?q=21101081601&tip=sid&clean=0
Foundations and Trends in Computer Graphics and Vision,journal,Q1,27,https://www.scimagojr.com/journalsearch.php?q=5100155078&tip=sid&clean=0
Cancer Communications,journal,Q1,79,https://www.scimagojr.com/journalsearch.php?q=21100866005&tip=sid&clean=0
Journal of Service Research,journal,Q1,148,https://www.scimagojr.com/journalsearch.php?q=144974&tip=sid&clean=0
International Organization,journal,Q1,163,https://www.scimagojr.com/journalsearch.php?q=39139&tip=sid&clean=0
Circulation Research,journal,Q1,385,https://www.scimagojr.com/journalsearch.php?q=23063&tip=sid&clean=0
IEEE Signal Processing Magazine,journal,Q1,211,https://www.scimagojr.com/journalsearch.php?q=12996&tip=sid&clean=0
Annual Review of Marine Science,journal,Q1,127,https://www.scimagojr.com/journalsearch.php?q=19700188395&tip=sid&clean=0
Nature Food,journal,Q1,57,https://www.scimagojr.com/journalsearch.php?q=21101041558&tip=sid&clean=0
Trends in Neurosciences,journal,Q1,318,https://www.scimagojr.com/journalsearch.php?q=19939&tip=sid&clean=0
Nature Communications,journal,Q1,522,https://www.scimagojr.com/journalsearch.php?q=19700182758&tip=sid&clean=0
Cell Systems,journal,Q1,87,https://www.scimagojr.com/journalsearch.php?q=21100394875&tip=sid&clean=0
IEEE Transactions on Smart Grid,journal,Q1,230,https://www.scimagojr.com/journalsearch.php?q=19700170610&tip=sid&clean=0
Annual Review of Financial Economics,journal,Q1,44,https://www.scimagojr.com/journalsearch.php?q=19700200702&tip=sid&clean=0
Cellular and Molecular Immunology,journal,Q1,124,https://www.scimagojr.com/journalsearch.php?q=3500148004&tip=sid&clean=0
Journal of Clinical Investigation,journal,Q1,544,https://www.scimagojr.com/journalsearch.php?q=15870&tip=sid&clean=0
Studies in Mycology,journal,Q1,118,https://www.scimagojr.com/journalsearch.php?q=17269&tip=sid&clean=0
Nature reviews. Rheumatology,journal,Q1,182,https://www.scimagojr.com/journalsearch.php?q=17800156710&tip=sid&clean=0
Acta Mathematica,journal,Q1,76,https://www.scimagojr.com/journalsearch.php?q=24527&tip=sid&clean=0
Journal of Business Venturing,journal,Q1,224,https://www.scimagojr.com/journalsearch.php?q=23860&tip=sid&clean=0
Personality and Social Psychology Review,journal,Q1,185,https://www.scimagojr.com/journalsearch.php?q=12812&tip=sid&clean=0
Cement and Concrete Research,journal,Q1,288,https://www.scimagojr.com/journalsearch.php?q=23833&tip=sid&clean=0
Nature Synthesis,journal,Q1,25,https://www.scimagojr.com/journalsearch.php?q=21101175791&tip=sid&clean=0
Trends in Cognitive Sciences,journal,Q1,358,https://www.scimagojr.com/journalsearch.php?q=15359&tip=sid&clean=0
Periodontology 2000,journal,Q1,151,https://www.scimagojr.com/journalsearch.php?q=22913&tip=sid&clean=0
Acta Neuropathologica,journal,Q1,215,https://www.scimagojr.com/journalsearch.php?q=17552&tip=sid&clean=0
Quantitative Economics,journal,Q1,36,https://www.scimagojr.com/journalsearch.php?q=21100255526&tip=sid&clean=0
Educational Psychologist,journal,Q1,154,https://www.scimagojr.com/journalsearch.php?q=13564&tip=sid&clean=0
Annual Review of Physical Chemistry,journal,Q1,186,https://www.scimagojr.com/journalsearch.php?q=26555&tip=sid&clean=0
IEEE/CAA Journal of Automatica Sinica,journal,Q1,83,https://www.scimagojr.com/journalsearch.php?q=21100367773&tip=sid&clean=0
British Journal of Sports Medicine,journal,Q1,224,https://www.scimagojr.com/journalsearch.php?q=19817&tip=sid&clean=0
Handbook of Industrial Organization,book series,Q1,10,https://www.scimagojr.com/journalsearch.php?q=17700155016&tip=sid&clean=0
Brain,journal,Q1,380,https://www.scimagojr.com/journalsearch.php?q=14317&tip=sid&clean=0
Nano Energy,journal,Q1,255,https://www.scimagojr.com/journalsearch.php?q=21100197947&tip=sid&clean=0
Progress in Particle and Nuclear Physics,journal,Q1,129,https://www.scimagojr.com/journalsearch.php?q=29488&tip=sid&clean=0
Drug Resistance Updates,journal,Q1,132,https://www.scimagojr.com/journalsearch.php?q=12611&tip=sid&clean=0
Ophthalmology,journal,Q1,285,https://www.scimagojr.com/journalsearch.php?q=14639&tip=sid&clean=0
Accounting Review,journal,Q1,192,https://www.scimagojr.com/journalsearch.php?q=28096&tip=sid&clean=0
Blood cancer discovery,journal,Q1,25,https://www.scimagojr.com/journalsearch.php?q=21101133552&tip=sid&clean=0
JACC: Cardiovascular Imaging,journal,Q1,155,https://www.scimagojr.com/journalsearch.php?q=11300153407&tip=sid&clean=0
"Annual Review of Control, Robotics, and Autonomous Systems",journal,Q1,36,https://www.scimagojr.com/journalsearch.php?q=21101073279&tip=sid&clean=0
American Journal of Political Science,journal,Q1,204,https://www.scimagojr.com/journalsearch.php?q=15555&tip=sid&clean=0
Clinical Cancer Research,journal,Q1,377,https://www.scimagojr.com/journalsearch.php?q=29263&tip=sid&clean=0
GigaScience,journal,Q1,88,https://www.scimagojr.com/journalsearch.php?q=21100420802&tip=sid&clean=0
Political Analysis,journal,Q1,83,https://www.scimagojr.com/journalsearch.php?q=145558&tip=sid&clean=0
Computational Visual Media,journal,Q1,27,https://www.scimagojr.com/journalsearch.php?q=21100869486&tip=sid&clean=0
Journal of International Business Studies,journal,Q1,229,https://www.scimagojr.com/journalsearch.php?q=24392&tip=sid&clean=0
ACS Nano,journal,Q1,478,https://www.scimagojr.com/journalsearch.php?q=11500153511&tip=sid&clean=0
Carbon Research,journal,Q1,17,https://www.scimagojr.com/journalsearch.php?q=21101153191&tip=sid&clean=0
Journal of International Economics,journal,Q1,159,https://www.scimagojr.com/journalsearch.php?q=24393&tip=sid&clean=0
Journal of Management Studies,journal,Q1,221,https://www.scimagojr.com/journalsearch.php?q=20650&tip=sid&clean=0
Academy of Management Perspectives,journal,Q1,156,https://www.scimagojr.com/journalsearch.php?q=4700152287&tip=sid&clean=0
Annual Review of Nuclear and Particle Science,book series,Q1,113,https://www.scimagojr.com/journalsearch.php?q=14621&tip=sid&clean=0
Journal of Human Resources,journal,Q1,123,https://www.scimagojr.com/journalsearch.php?q=24870&tip=sid&clean=0
American Journal of Human Genetics,journal,Q1,330,https://www.scimagojr.com/journalsearch.php?q=21677&tip=sid&clean=0
Trends in Cancer,journal,Q1,90,https://www.scimagojr.com/journalsearch.php?q=21100445640&tip=sid&clean=0
Economic Journal,journal,Q1,185,https://www.scimagojr.com/journalsearch.php?q=23011&tip=sid&clean=0
IEEE Transactions on Automatic Control,journal,Q1,329,https://www.scimagojr.com/journalsearch.php?q=17339&tip=sid&clean=0
Ecology Letters,journal,Q1,313,https://www.scimagojr.com/journalsearch.php?q=14599&tip=sid&clean=0
Foundations and Trends in Information Retrieval,journal,Q1,36,https://www.scimagojr.com/journalsearch.php?q=5100155071&tip=sid&clean=0
Science advances,journal,Q1,252,https://www.scimagojr.com/journalsearch.php?q=21100457028&tip=sid&clean=0
IEEE Transactions on Industrial Informatics,journal,Q1,193,https://www.scimagojr.com/journalsearch.php?q=144912&tip=sid&clean=0
Protein Science,journal,Q1,196,https://www.scimagojr.com/journalsearch.php?q=14280&tip=sid&clean=0
"Lancet HIV,The",journal,Q1,81,https://www.scimagojr.com/journalsearch.php?q=21100369870&tip=sid&clean=0
Protein and Cell,journal,Q1,94,https://www.scimagojr.com/journalsearch.php?q=19600166320&tip=sid&clean=0
Accounts of Materials Research,journal,Q1,39,https://www.scimagojr.com/journalsearch.php?q=21101080487&tip=sid&clean=0
Genome Research,journal,Q1,328,https://www.scimagojr.com/journalsearch.php?q=22214&tip=sid&clean=0
Health Affairs,journal,Q1,212,https://www.scimagojr.com/journalsearch.php?q=20833&tip=sid&clean=0
Qualitative Research in Psychology,journal,Q1,52,https://www.scimagojr.com/journalsearch.php?q=5100155099&tip=sid&clean=0
Leadership Quarterly,journal,Q1,189,https://www.scimagojr.com/journalsearch.php?q=21149&tip=sid&clean=0
IEEE Transactions on Sustainable Energy,journal,Q1,164,https://www.scimagojr.com/journalsearch.php?q=19700177027&tip=sid&clean=0
JAMA Internal Medicine,journal,Q1,390,https://www.scimagojr.com/journalsearch.php?q=21100228546&tip=sid&clean=0
Annual Review of Genomics and Human Genetics,journal,Q1,129,https://www.scimagojr.com/journalsearch.php?q=21708&tip=sid&clean=0
Biological Reviews,journal,Q1,199,https://www.scimagojr.com/journalsearch.php?q=9500153903&tip=sid&clean=0
Quarterly Journal of the Royal Meteorological Society,journal,Q1,166,https://www.scimagojr.com/journalsearch.php?q=14082&tip=sid&clean=0
International Journal of Robotics Research,journal,Q1,190,https://www.scimagojr.com/journalsearch.php?q=18050&tip=sid&clean=0
SmartMat,journal,Q1,33,https://www.scimagojr.com/journalsearch.php?q=21101172088&tip=sid&clean=0
Journal of the Royal Statistical Society. Series B: Statistical Methodology,journal,Q1,151,https://www.scimagojr.com/journalsearch.php?q=13531&tip=sid&clean=0
"Lancet Healthy Longevity, The",journal,Q1,30,https://www.scimagojr.com/journalsearch.php?q=21101041612&tip=sid&clean=0
American Journal of Psychiatry,journal,Q1,395,https://www.scimagojr.com/journalsearch.php?q=17664&tip=sid&clean=0
Educational Psychology Review,journal,Q1,142,https://www.scimagojr.com/journalsearch.php?q=14278&tip=sid&clean=0
Inventiones Mathematicae,journal,Q1,124,https://www.scimagojr.com/journalsearch.php?q=23262&tip=sid&clean=0
Journal of the American Academy of Child and Adolescent Psychiatry,journal,Q1,273,https://www.scimagojr.com/journalsearch.php?q=17643&tip=sid&clean=0
Journal of Urban Economics,journal,Q1,132,https://www.scimagojr.com/journalsearch.php?q=24406&tip=sid&clean=0
Remote Sensing of Environment,journal,Q1,350,https://www.scimagojr.com/journalsearch.php?q=12503&tip=sid&clean=0
IEEE Transactions on Communications,journal,Q1,235,https://www.scimagojr.com/journalsearch.php?q=18931&tip=sid&clean=0
PhotoniX,journal,Q1,30,https://www.scimagojr.com/journalsearch.php?q=21101091924&tip=sid&clean=0
American Sociological Review,journal,Q1,230,https://www.scimagojr.com/journalsearch.php?q=16929&tip=sid&clean=0
Global Change Biology,journal,Q1,313,https://www.scimagojr.com/journalsearch.php?q=15131&tip=sid&clean=0
Cell Reports,journal,Q1,224,https://www.scimagojr.com/journalsearch.php?q=21100201068&tip=sid&clean=0
Cell Reports Medicine,journal,Q1,50,https://www.scimagojr.com/journalsearch.php?q=21101027628&tip=sid&clean=0
npj Digital Medicine,journal,Q1,84,https://www.scimagojr.com/journalsearch.php?q=21101012669&tip=sid&clean=0
Journal of Extracellular Vesicles,journal,Q1,112,https://www.scimagojr.com/journalsearch.php?q=21100797856&tip=sid&clean=0
Psychological Methods,journal,Q1,183,https://www.scimagojr.com/journalsearch.php?q=13461&tip=sid&clean=0
Earth System Science Data,journal,Q1,99,https://www.scimagojr.com/journalsearch.php?q=21100284918&tip=sid&clean=0
"Lancet Child and Adolescent Health, The",journal,Q1,69,https://www.scimagojr.com/journalsearch.php?q=21100834316&tip=sid&clean=0
IEEE Transactions on Fuzzy Systems,journal,Q1,218,https://www.scimagojr.com/journalsearch.php?q=24242&tip=sid&clean=0
"Vital and health statistics. Series 2, Data evaluation and methods research",book series,Q1,33,https://www.scimagojr.com/journalsearch.php?q=73008&tip=sid&clean=0
Cell Discovery,journal,Q1,59,https://www.scimagojr.com/journalsearch.php?q=21100819064&tip=sid&clean=0
PLoS Medicine,journal,Q1,275,https://www.scimagojr.com/journalsearch.php?q=144840&tip=sid&clean=0
Communications on Pure and Applied Mathematics,journal,Q1,120,https://www.scimagojr.com/journalsearch.php?q=25820&tip=sid&clean=0
Information Systems Research,journal,Q1,185,https://www.scimagojr.com/journalsearch.php?q=15574&tip=sid&clean=0
IEEE Transactions on Neural Networks and Learning Systems,journal,Q1,251,https://www.scimagojr.com/journalsearch.php?q=21100235616&tip=sid&clean=0
Trends in Immunology,journal,Q1,256,https://www.scimagojr.com/journalsearch.php?q=21365&tip=sid&clean=0
Coordination Chemistry Reviews,journal,Q1,312,https://www.scimagojr.com/journalsearch.php?q=23470&tip=sid&clean=0
Medical Image Analysis,journal,Q1,171,https://www.scimagojr.com/journalsearch.php?q=17271&tip=sid&clean=0
MIS Quarterly: Management Information Systems,journal,Q1,271,https://www.scimagojr.com/journalsearch.php?q=12402&tip=sid&clean=0
Cell Death and Differentiation,journal,Q1,257,https://www.scimagojr.com/journalsearch.php?q=18457&tip=sid&clean=0
Journal of the National Comprehensive Cancer Network : JNCCN,journal,Q1,150,https://www.scimagojr.com/journalsearch.php?q=146215&tip=sid&clean=0
European Heart Journal,journal,Q1,348,https://www.scimagojr.com/journalsearch.php?q=23183&tip=sid&clean=0
